date,product,category,units_sold,revenue,price,discount_pct,ad_spend,promo
2024-01-11,Trail Backpack,Outdoor,49,3619.63,73.87,0.00,64.94,false
2024-01-11,Camping Lantern,Outdoor,44,1866.04,42.41,0.00,66.57,false
2024-01-12,Wireless Headphones,Electronics,91,8756.93,96.23,0.00,86.02,false
2024-01-12,Smart Home Speaker,Electronics,67,8019.23,119.69,0.00,101.50,false
2024-01-12,Organic Coffee,Groceries,174,2582.16,14.84,0.00,149.70,false
2024-01-12,Trail Backpack,Outdoor,58,4036.22,79.54,12.50,60.79,false
2024-01-12,Camping Lantern,Outdoor,52,2154.88,41.44,0.00,84.31,false
2024-01-13,Wireless Headphones,Electronics,120,9331.20,91.48,15.00,134.23,false
2024-01-13,Smart Home Speaker,Electronics,62,7208.12,116.26,0.00,89.21,false
2024-01-13,Organic Coffee,Groceries,178,2492.00,14.00,0.00,177.94,false
2024-01-13,Trail Backpack,Outdoor,48,3413.28,71.11,0.00,89.19,false
2024-01-13,Camping Lantern,Outdoor,52,1980.68,38.09,0.00,65.53,false
2024-01-14,Wireless Headphones,Electronics,138,10116.78,91.64,20.00,119.70,false
2024-01-14,Smart Home Speaker,Electronics,67,8146.53,121.59,0.00,106.03,false
2024-01-14,Organic Coffee,Groceries,272,3990.24,14.67,0.00,123.13,true
2024-01-14,Trail Backpack,Outdoor,50,3641.00,72.82,0.00,80.75,false
2024-01-14,Camping Lantern,Outdoor,81,2642.22,38.37,15.00,58.61,false
2024-01-15,Wireless Headphones,Electronics,133,10762.36,89.91,10.00,127.43,false
2024-01-15,Smart Home Speaker,Electronics,64,8161.28,127.52,0.00,86.31,false
2024-01-15,Organic Coffee,Groceries,178,2625.50,14.75,0.00,156.57,false
2024-01-15,Trail Backpack,Outdoor,56,4103.12,73.27,0.00,71.56,false
2024-01-15,Camping Lantern,Outdoor,69,2722.05,39.45,0.00,87.30,true
2024-01-16,Wireless Headphones,Electronics,102,9561.48,93.74,0.00,133.17,false
2024-01-16,Smart Home Speaker,Electronics,90,10894.50,131.58,8.00,73.94,false
2024-01-16,Organic Coffee,Groceries,271,2994.55,13.81,20.00,134.20,false
2024-01-16,Trail Backpack,Outdoor,51,4064.19,79.69,0.00,61.25,false
2024-01-16,Camping Lantern,Outdoor,54,2343.06,43.39,0.00,61.26,true
2024-01-17,Wireless Headphones,Electronics,102,9005.58,88.29,0.00,84.37,false
2024-01-17,Smart Home Speaker,Electronics,74,8844.48,129.91,8.00,68.09,false
2024-01-17,Organic Coffee,Groceries,155,2117.30,13.66,0.00,123.64,false
2024-01-17,Trail Backpack,Outdoor,46,3665.74,79.69,0.00,59.87,false
2024-01-17,Camping Lantern,Outdoor,45,1760.40,39.12,0.00,77.83,false
2024-01-18,Wireless Headphones,Electronics,96,8750.40,91.15,0.00,98.81,false
2024-01-18,Smart Home Speaker,Electronics,71,7709.89,118.03,8.00,66.75,false
2024-01-18,Organic Coffee,Groceries,201,2902.44,15.20,5.00,202.92,false
2024-01-18,Trail Backpack,Outdoor,43,3465.80,80.60,0.00,72.76,false
2024-01-18,Camping Lantern,Outdoor,48,1974.72,41.14,0.00,79.98,false
2024-01-19,Wireless Headphones,Electronics,96,8210.88,85.53,0.00,79.99,false
2024-01-19,Smart Home Speaker,Electronics,56,7118.72,127.12,0.00,73.94,false
2024-01-19,Organic Coffee,Groceries,164,2266.48,13.82,0.00,163.47,false
2024-01-19,Trail Backpack,Outdoor,48,3784.80,78.85,0.00,88.08,false
2024-01-19,Camping Lantern,Outdoor,57,2314.20,40.60,0.00,85.31,false
2024-01-20,Wireless Headphones,Electronics,74,7044.06,95.19,0.00,93.53,false
2024-01-20,Smart Home Speaker,Electronics,51,6480.06,127.06,0.00,94.79,false
2024-01-20,Organic Coffee,Groceries,188,2842.56,15.12,0.00,159.69,false
2024-01-20,Trail Backpack,Outdoor,72,4279.68,74.30,20.00,76.71,false
2024-01-20,Camping Lantern,Outdoor,53,2172.47,40.99,0.00,74.60,false
2024-01-21,Wireless Headphones,Electronics,84,8218.56,97.84,0.00,106.12,false
2024-01-21,Smart Home Speaker,Electronics,79,9377.30,118.70,0.00,105.18,true
2024-01-21,Organic Coffee,Groceries,280,3710.00,14.72,10.00,127.73,true
2024-01-21,Trail Backpack,Outdoor,62,4206.70,79.82,15.00,86.43,false
2024-01-21,Camping Lantern,Outdoor,54,2321.46,42.99,0.00,76.25,false
2024-01-22,Wireless Headphones,Electronics,97,8329.39,85.87,0.00,124.49,false
2024-01-22,Smart Home Speaker,Electronics,60,7556.40,125.94,0.00,74.59,false
2024-01-22,Organic Coffee,Groceries,186,2804.88,15.08,0.00,195.46,false
2024-01-22,Trail Backpack,Outdoor,52,3683.68,70.84,0.00,72.16,false
2024-01-22,Camping Lantern,Outdoor,59,2490.98,42.22,0.00,70.24,false
2024-01-23,Wireless Headphones,Electronics,92,9029.80,98.15,0.00,102.63,false
2024-01-23,Smart Home Speaker,Electronics,69,7895.67,114.43,0.00,86.85,false
2024-01-23,Organic Coffee,Groceries,187,3023.79,16.17,0.00,197.51,false
2024-01-23,Trail Backpack,Outdoor,59,4157.73,70.47,0.00,87.72,false
2024-01-23,Camping Lantern,Outdoor,67,2228.42,38.01,12.50,76.55,false
2024-01-24,Wireless Headphones,Electronics,88,7897.12,89.74,0.00,109.57,false
2024-01-24,Smart Home Speaker,Electronics,76,8840.32,116.32,0.00,93.30,false
2024-01-24,Organic Coffee,Groceries,192,2895.36,15.08,0.00,188.59,false
2024-01-24,Trail Backpack,Outdoor,47,3779.27,80.41,0.00,66.32,false
2024-01-24,Camping Lantern,Outdoor,54,2065.50,38.25,0.00,83.12,false
2024-01-25,Wireless Headphones,Electronics,102,9951.12,97.56,0.00,78.78,false
2024-01-25,Smart Home Speaker,Electronics,63,8385.30,133.10,0.00,109.85,false
2024-01-25,Organic Coffee,Groceries,228,2786.16,14.37,15.00,202.73,false
2024-01-25,Trail Backpack,Outdoor,48,3359.04,77.76,10.00,74.46,false
2024-01-25,Camping Lantern,Outdoor,54,2147.04,39.76,0.00,76.54,false
2024-01-26,Wireless Headphones,Electronics,88,8411.92,95.59,0.00,112.34,false
2024-01-26,Smart Home Speaker,Electronics,61,7813.49,128.09,0.00,108.87,false
2024-01-26,Organic Coffee,Groceries,178,2419.02,13.59,0.00,214.33,false
2024-01-26,Trail Backpack,Outdoor,50,3891.50,77.83,0.00,62.85,false
2024-01-26,Camping Lantern,Outdoor,63,2485.35,42.88,8.00,85.07,false
2024-01-27,Wireless Headphones,Electronics,88,8560.64,97.28,0.00,138.07,false
2024-01-27,Smart Home Speaker,Electronics,60,7055.40,130.65,10.00,85.92,false
2024-01-27,Organic Coffee,Groceries,212,3050.68,14.39,0.00,226.63,false
2024-01-27,Trail Backpack,Outdoor,40,3240.80,81.02,0.00,76.03,false
2024-01-27,Camping Lantern,Outdoor,68,2919.24,42.93,0.00,53.38,true
2024-01-28,Wireless Headphones,Electronics,103,9025.89,87.63,0.00,135.46,false
2024-01-28,Smart Home Speaker,Electronics,66,7331.28,120.73,8.00,77.82,false
2024-01-28,Organic Coffee,Groceries,224,3270.40,14.60,0.00,189.15,false
2024-01-28,Trail Backpack,Outdoor,49,3468.71,70.79,0.00,74.04,false
2024-01-28,Camping Lantern,Outdoor,48,1926.24,40.13,0.00,70.61,false
2024-01-29,Wireless Headphones,Electronics,104,10266.88,98.72,0.00,76.63,true
2024-01-29,Smart Home Speaker,Electronics,75,9556.50,127.42,0.00,98.26,false
2024-01-29,Organic Coffee,Groceries,172,2512.92,14.61,0.00,122.15,false
2024-01-29,Trail Backpack,Outdoor,41,3143.88,76.68,0.00,72.55,false
2024-01-29,Camping Lantern,Outdoor,60,2142.00,42.01,15.00,50.47,false
2024-01-30,Wireless Headphones,Electronics,120,10414.80,94.34,8.00,114.07,false
2024-01-30,Smart Home Speaker,Electronics,56,7273.28,129.88,0.00,105.62,false
2024-01-30,Organic Coffee,Groceries,273,3082.17,14.11,20.00,131.33,false
2024-01-30,Trail Backpack,Outdoor,44,3093.20,70.30,0.00,61.37,false
2024-01-30,Camping Lantern,Outdoor,51,2180.25,42.75,0.00,48.07,false
2024-01-31,Wireless Headphones,Electronics,116,10259.04,88.44,0.00,87.74,true
2024-01-31,Smart Home Speaker,Electronics,75,8253.75,122.28,10.00,88.22,false
2024-01-31,Organic Coffee,Groceries,246,3517.80,15.89,10.00,195.65,true
2024-01-31,Trail Backpack,Outdoor,43,3393.99,78.93,0.00,81.47,false
2024-01-31,Camping Lantern,Outdoor,42,1653.96,39.38,0.00,53.79,false
2024-02-01,Wireless Headphones,Electronics,98,8759.24,99.32,10.00,93.98,false
2024-02-01,Smart Home Speaker,Electronics,63,7869.33,124.91,0.00,72.24,false
2024-02-01,Organic Coffee,Groceries,170,2432.70,14.31,0.00,227.63,true
2024-02-01,Trail Backpack,Outdoor,63,3920.49,73.21,15.00,69.13,true
2024-02-01,Camping Lantern,Outdoor,64,2443.52,38.18,0.00,77.48,true
2024-02-02,Wireless Headphones,Electronics,121,10473.76,91.12,5.00,127.73,true
2024-02-02,Smart Home Speaker,Electronics,59,7886.53,133.67,0.00,80.08,false
2024-02-02,Organic Coffee,Groceries,150,2340.00,15.60,0.00,128.27,false
2024-02-02,Trail Backpack,Outdoor,42,3221.82,76.71,0.00,64.84,false
2024-02-02,Camping Lantern,Outdoor,54,2087.10,38.65,0.00,48.87,false
2024-02-03,Wireless Headphones,Electronics,84,8074.08,96.12,0.00,86.20,false
2024-02-03,Smart Home Speaker,Electronics,73,9636.00,132.00,0.00,87.84,true
2024-02-03,Organic Coffee,Groceries,215,3229.30,15.02,0.00,216.21,false
2024-02-03,Trail Backpack,Outdoor,46,3530.50,76.75,0.00,83.89,false
2024-02-03,Camping Lantern,Outdoor,61,2086.81,37.18,8.00,51.53,false
2024-02-04,Wireless Headphones,Electronics,100,9382.00,93.82,0.00,130.20,false
2024-02-04,Smart Home Speaker,Electronics,75,10000.50,133.34,0.00,90.67,true
2024-02-04,Organic Coffee,Groceries,308,4077.92,15.14,12.50,170.91,true
2024-02-04,Trail Backpack,Outdoor,60,4049.40,71.05,5.00,61.91,false
2024-02-04,Camping Lantern,Outdoor,52,2044.12,39.31,0.00,78.02,false
2024-02-05,Wireless Headphones,Electronics,100,9369.00,93.69,0.00,104.48,false
2024-02-05,Smart Home Speaker,Electronics,63,8295.84,131.68,0.00,106.27,false
2024-02-05,Organic Coffee,Groceries,175,2345.00,13.40,0.00,175.35,false
2024-02-05,Trail Backpack,Outdoor,55,4223.45,76.79,0.00,70.13,false
2024-02-05,Camping Lantern,Outdoor,55,2273.15,41.33,0.00,83.60,false
2024-02-06,Wireless Headphones,Electronics,118,9345.60,88.00,10.00,117.91,true
2024-02-06,Smart Home Speaker,Electronics,91,10441.34,120.78,5.00,88.17,false
2024-02-06,Organic Coffee,Groceries,157,2479.03,15.79,0.00,177.75,false
2024-02-06,Trail Backpack,Outdoor,50,3760.50,75.21,0.00,74.05,false
2024-02-06,Camping Lantern,Outdoor,48,1944.00,40.50,0.00,54.79,false
2024-02-07,Wireless Headphones,Electronics,111,9931.17,97.25,8.00,104.92,false
2024-02-07,Smart Home Speaker,Electronics,92,8875.24,113.50,15.00,96.77,false
2024-02-07,Organic Coffee,Groceries,140,2066.40,14.76,0.00,168.65,false
2024-02-07,Trail Backpack,Outdoor,50,3453.00,78.93,12.50,63.28,false
2024-02-07,Camping Lantern,Outdoor,75,2410.50,36.73,12.50,77.14,true
2024-02-08,Wireless Headphones,Electronics,109,9436.13,86.57,0.00,87.69,false
2024-02-08,Smart Home Speaker,Electronics,83,8536.55,128.57,20.00,111.39,false
2024-02-08,Organic Coffee,Groceries,184,2782.08,15.12,0.00,170.99,false
2024-02-08,Trail Backpack,Outdoor,64,3812.48,74.47,20.00,70.94,false
2024-02-08,Camping Lantern,Outdoor,42,1509.06,35.93,0.00,51.04,false
2024-02-09,Wireless Headphones,Electronics,76,7302.08,96.08,0.00,90.89,false
2024-02-09,Smart Home Speaker,Electronics,62,6979.34,112.57,0.00,87.68,false
2024-02-09,Organic Coffee,Groceries,139,1879.28,13.52,0.00,202.19,false
2024-02-09,Trail Backpack,Outdoor,52,4101.24,78.87,0.00,84.61,false
2024-02-09,Camping Lantern,Outdoor,61,2211.86,36.26,0.00,74.31,false
2024-02-10,Wireless Headphones,Electronics,76,7571.12,99.62,0.00,113.95,false
2024-02-10,Smart Home Speaker,Electronics,53,6774.46,127.82,0.00,86.30,false
2024-02-10,Organic Coffee,Groceries,192,2711.04,14.12,0.00,164.16,false
2024-02-10,Trail Backpack,Outdoor,50,3704.00,74.08,0.00,55.67,false
2024-02-10,Camping Lantern,Outdoor,79,2484.55,39.32,20.00,58.80,false
2024-02-11,Wireless Headphones,Electronics,105,9418.50,99.67,10.00,135.68,true
2024-02-11,Smart Home Speaker,Electronics,56,7426.16,132.61,0.00,91.37,false
2024-02-11,Organic Coffee,Groceries,200,3060.00,15.30,0.00,224.56,false
2024-02-11,Trail Backpack,Outdoor,46,3192.40,69.40,0.00,73.43,false
2024-02-11,Camping Lantern,Outdoor,55,2104.30,38.26,0.00,70.08,false
2024-02-12,Wireless Headphones,Electronics,121,9182.69,94.87,20.00,129.49,false
2024-02-12,Smart Home Speaker,Electronics,73,9631.62,131.94,0.00,107.42,false
2024-02-12,Organic Coffee,Groceries,206,2964.34,14.39,0.00,225.89,false
2024-02-12,Trail Backpack,Outdoor,74,5032.74,77.73,12.50,64.11,true
2024-02-12,Camping Lantern,Outdoor,62,2199.76,38.57,8.00,81.28,false
2024-02-13,Wireless Headphones,Electronics,105,9856.35,93.87,0.00,133.62,false
2024-02-13,Smart Home Speaker,Electronics,75,9794.25,130.59,0.00,80.53,false
2024-02-13,Organic Coffee,Groceries,219,2963.07,13.53,0.00,153.89,true
2024-02-13,Trail Backpack,Outdoor,46,3629.86,78.91,0.00,51.91,false
2024-02-13,Camping Lantern,Outdoor,54,2012.04,37.26,0.00,65.25,false
2024-02-14,Wireless Headphones,Electronics,101,9680.85,95.85,0.00,111.47,false
2024-02-14,Smart Home Speaker,Electronics,67,8372.99,124.97,0.00,105.00,false
2024-02-14,Organic Coffee,Groceries,242,2637.80,13.63,20.00,205.41,false
2024-02-14,Trail Backpack,Outdoor,56,3582.88,79.98,20.00,67.94,false
2024-02-14,Camping Lantern,Outdoor,42,1557.36,37.08,0.00,70.52,false
2024-02-15,Wireless Headphones,Electronics,124,10547.44,85.06,0.00,141.29,false
2024-02-15,Smart Home Speaker,Electronics,59,7244.61,122.79,0.00,77.09,false
2024-02-15,Organic Coffee,Groceries,194,2721.82,14.03,0.00,218.86,false
2024-02-15,Trail Backpack,Outdoor,33,2652.87,80.39,0.00,51.23,false
2024-02-15,Camping Lantern,Outdoor,40,1672.80,41.82,0.00,52.61,false
2024-02-16,Wireless Headphones,Electronics,78,7508.28,96.26,0.00,122.52,false
2024-02-16,Smart Home Speaker,Electronics,58,7138.64,123.08,0.00,73.65,false
2024-02-16,Organic Coffee,Groceries,176,2518.56,14.31,0.00,165.50,false
2024-02-16,Trail Backpack,Outdoor,41,2845.81,69.41,0.00,59.74,false
2024-02-16,Camping Lantern,Outdoor,43,1689.90,39.30,0.00,53.54,false
2024-02-17,Wireless Headphones,Electronics,98,9366.84,95.58,0.00,82.07,false
2024-02-17,Smart Home Speaker,Electronics,57,7424.25,130.25,0.00,105.06,false
2024-02-17,Organic Coffee,Groceries,254,3131.82,13.70,10.00,161.45,false
2024-02-17,Trail Backpack,Outdoor,46,3452.76,75.06,0.00,51.45,false
2024-02-17,Camping Lantern,Outdoor,61,2520.52,41.32,0.00,67.96,false
2024-02-18,Wireless Headphones,Electronics,96,9177.60,95.60,0.00,114.80,false
2024-02-18,Smart Home Speaker,Electronics,71,8512.19,119.89,0.00,84.26,false
2024-02-18,Organic Coffee,Groceries,250,3895.00,15.58,0.00,170.68,true
2024-02-18,Trail Backpack,Outdoor,62,4297.22,69.31,0.00,52.46,false
2024-02-18,Camping Lantern,Outdoor,51,2138.43,41.93,0.00,56.48,false
2024-02-19,Wireless Headphones,Electronics,82,8058.96,98.28,0.00,102.25,false
2024-02-19,Smart Home Speaker,Electronics,64,7439.36,116.24,0.00,85.51,false
2024-02-19,Organic Coffee,Groceries,221,3206.71,14.51,0.00,214.60,false
2024-02-19,Trail Backpack,Outdoor,47,3735.09,79.47,0.00,64.96,false
2024-02-19,Camping Lantern,Outdoor,51,2118.03,41.53,0.00,57.33,false
2024-02-20,Wireless Headphones,Electronics,103,9467.76,91.92,0.00,82.81,false
2024-02-20,Smart Home Speaker,Electronics,80,8444.00,117.28,10.00,110.47,false
2024-02-20,Organic Coffee,Groceries,221,3195.66,15.22,5.00,142.70,false
2024-02-20,Trail Backpack,Outdoor,53,3684.56,69.52,0.00,77.80,false
2024-02-20,Camping Lantern,Outdoor,63,2533.23,40.21,0.00,47.86,true
2024-02-21,Wireless Headphones,Electronics,105,10447.50,99.50,0.00,139.60,false
2024-02-21,Smart Home Speaker,Electronics,77,9411.71,128.67,5.00,97.68,false
2024-02-21,Organic Coffee,Groceries,150,2166.00,14.44,0.00,139.53,false
2024-02-21,Trail Backpack,Outdoor,58,3682.42,79.36,20.00,79.68,false
2024-02-21,Camping Lantern,Outdoor,59,2192.44,37.16,0.00,62.26,true
2024-02-22,Wireless Headphones,Electronics,115,11196.40,97.36,0.00,121.47,false
2024-02-22,Smart Home Speaker,Electronics,72,8457.84,117.47,0.00,73.41,false
2024-02-22,Organic Coffee,Groceries,175,2114.00,13.13,8.00,175.50,false
2024-02-22,Trail Backpack,Outdoor,66,4336.86,77.31,15.00,57.23,true
2024-02-22,Camping Lantern,Outdoor,61,1869.04,36.05,15.00,76.10,false
2024-02-23,Wireless Headphones,Electronics,93,9009.84,96.88,0.00,83.87,false
2024-02-23,Smart Home Speaker,Electronics,64,8145.28,127.27,0.00,69.34,false
2024-02-23,Organic Coffee,Groceries,170,2589.10,15.23,0.00,153.01,false
2024-02-23,Trail Backpack,Outdoor,45,3530.25,78.45,0.00,69.09,false
2024-02-23,Camping Lantern,Outdoor,46,1654.16,35.96,0.00,52.60,false
2024-02-24,Wireless Headphones,Electronics,84,7765.80,92.45,0.00,116.51,false
2024-02-24,Smart Home Speaker,Electronics,61,6925.94,113.54,0.00,75.88,false
2024-02-24,Organic Coffee,Groceries,190,2762.60,14.54,0.00,118.61,false
2024-02-24,Trail Backpack,Outdoor,57,3359.58,69.34,15.00,79.19,false
2024-02-24,Camping Lantern,Outdoor,40,1666.40,41.66,0.00,45.17,false
2024-02-25,Wireless Headphones,Electronics,120,10276.80,85.64,0.00,81.71,false
2024-02-25,Smart Home Speaker,Electronics,60,6979.20,116.32,0.00,102.46,false
2024-02-25,Organic Coffee,Groceries,240,3326.40,13.86,0.00,158.12,true
2024-02-25,Trail Backpack,Outdoor,43,3302.83,76.81,0.00,65.85,false
2024-02-25,Camping Lantern,Outdoor,61,2597.38,42.58,0.00,53.05,true
2024-02-26,Wireless Headphones,Electronics,91,8216.39,90.29,0.00,93.54,false
2024-02-26,Smart Home Speaker,Electronics,87,8420.73,110.62,12.50,89.24,false
2024-02-26,Organic Coffee,Groceries,233,3620.82,15.54,0.00,227.06,false
2024-02-26,Trail Backpack,Outdoor,48,3267.36,68.07,0.00,58.90,false
2024-02-26,Camping Lantern,Outdoor,60,2490.00,41.50,0.00,64.79,true
2024-02-27,Wireless Headphones,Electronics,100,9609.00,96.09,0.00,105.29,false
2024-02-27,Smart Home Speaker,Electronics,76,9354.84,123.09,0.00,73.02,false
2024-02-27,Organic Coffee,Groceries,206,3077.64,14.94,0.00,158.64,false
2024-02-27,Trail Backpack,Outdoor,44,3446.52,78.33,0.00,52.29,false
2024-02-27,Camping Lantern,Outdoor,52,1890.72,36.36,0.00,49.48,false
2024-02-28,Wireless Headphones,Electronics,121,10171.26,84.06,0.00,109.39,false
2024-02-28,Smart Home Speaker,Electronics,71,8458.94,119.14,0.00,105.45,false
2024-02-28,Organic Coffee,Groceries,181,2267.93,13.62,8.00,121.67,false
2024-02-28,Trail Backpack,Outdoor,50,3544.50,70.89,0.00,65.72,false
2024-02-28,Camping Lantern,Outdoor,49,1786.54,36.46,0.00,76.74,false
2024-02-29,Wireless Headphones,Electronics,105,9618.00,91.60,0.00,116.17,false
2024-02-29,Smart Home Speaker,Electronics,62,7390.40,119.20,0.00,95.53,false
2024-02-29,Organic Coffee,Groceries,185,2645.50,14.30,0.00,210.34,false
2024-02-29,Trail Backpack,Outdoor,44,3252.92,73.93,0.00,51.15,false
2024-02-29,Camping Lantern,Outdoor,46,1727.30,37.55,0.00,71.20,false
2024-03-01,Wireless Headphones,Electronics,83,7597.82,91.54,0.00,115.19,false
2024-03-01,Smart Home Speaker,Electronics,63,6248.97,110.21,10.00,86.62,false
2024-03-01,Organic Coffee,Groceries,152,2220.72,14.61,0.00,117.45,false
2024-03-01,Trail Backpack,Outdoor,48,3365.28,70.11,0.00,71.77,false
2024-03-01,Camping Lantern,Outdoor,55,1839.20,38.22,12.50,67.61,false
2024-03-02,Wireless Headphones,Electronics,85,7869.30,92.58,0.00,144.59,false
2024-03-02,Smart Home Speaker,Electronics,64,7223.68,112.87,0.00,92.79,false
2024-03-02,Organic Coffee,Groceries,332,3486.00,13.13,20.00,134.02,true
2024-03-02,Trail Backpack,Outdoor,35,2747.85,78.51,0.00,60.01,false
2024-03-02,Camping Lantern,Outdoor,50,1934.50,38.69,0.00,43.19,false
2024-03-03,Wireless Headphones,Electronics,110,9498.50,86.35,0.00,141.80,false
2024-03-03,Smart Home Speaker,Electronics,69,7873.59,114.11,0.00,72.91,false
2024-03-03,Organic Coffee,Groceries,268,3529.56,15.50,15.00,185.88,false
2024-03-03,Trail Backpack,Outdoor,46,3198.38,69.53,0.00,48.43,false
2024-03-03,Camping Lantern,Outdoor,57,2430.48,42.64,0.00,55.46,true
2024-03-04,Wireless Headphones,Electronics,119,9088.03,83.01,8.00,95.88,false
2024-03-04,Smart Home Speaker,Electronics,83,10160.86,128.86,5.00,98.39,false
2024-03-04,Organic Coffee,Groceries,194,2941.04,15.16,0.00,113.83,false
2024-03-04,Trail Backpack,Outdoor,54,4242.24,78.56,0.00,54.47,true
2024-03-04,Camping Lantern,Outdoor,53,2046.86,40.65,5.00,55.88,false
2024-03-05,Wireless Headphones,Electronics,137,12206.70,89.10,0.00,144.36,false
2024-03-05,Smart Home Speaker,Electronics,79,9885.27,125.13,0.00,106.72,false
2024-03-05,Organic Coffee,Groceries,211,3194.54,15.14,0.00,191.47,false
2024-03-05,Trail Backpack,Outdoor,46,3628.48,78.88,0.00,58.14,false
2024-03-05,Camping Lantern,Outdoor,47,1945.80,41.40,0.00,38.86,false
2024-03-06,Wireless Headphones,Electronics,82,7893.32,96.26,0.00,107.05,false
2024-03-06,Smart Home Speaker,Electronics,81,9758.07,120.47,0.00,78.06,true
2024-03-06,Organic Coffee,Groceries,257,2844.99,13.03,15.00,212.42,true
2024-03-06,Trail Backpack,Outdoor,42,3224.34,76.77,0.00,62.67,false
2024-03-06,Camping Lantern,Outdoor,48,1602.72,37.10,10.00,39.52,false
2024-03-07,Wireless Headphones,Electronics,124,11040.96,89.04,0.00,144.42,false
